"00139","BONAVENTURE FORMAL WEAR","953 FRANKLIN AVE.","Lower level","GARDEN CITY","NY","11530-","888 FRANKLIN AVE.          ROUTE 10","Lower level","GARDEN CITY","NY","11530-","GEORGE",NULL,"516-741-1080","516-741-1021","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00172","COZY FORMALS","695 PASSAIC AVE",NULL,"NUTLEY","NJ","07110-","695 PASSAIC AVE            ROUTE 30",NULL,"NUTLEY","NJ","07110-",NULL,NULL,"201-661-9781","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00174","CROSS COUNTY TAILORS","6G UPPER MALL","CROSS COUNTY CENTER","YONKERS","NY","10704-","6G UPPER MALL              ROUTE 50","CROSS COUNTY CENTER","YONKERS","NY","10704-","HELEN",NULL,"914-968-9800","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00175","COUNTY FORMALS","THE MALL",NULL,"NEW ROCHELLE","NY","10801-","THE MALL                   ROUTE 50",NULL,"NEW ROCHELLE","NY","10801-",NULL,NULL,"914-235-2600","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00176","POCOMOKE MENS SHOP","146 MARKET ST.",NULL,"POCOMOKE CITY","MD","21851-","146 MARKET ST.                  UPS",NULL,"POCOMOKE CITY","MD","21851-","DAVE CUNHA",NULL,"301-957-3444","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00180","COVE FORMAL WEAR","40 GLEN ST.",NULL,"GLEN COVE","NY","11542-","40 GLEN ST.",NULL,"GLEN COVE","NY","11542-","JOHN& DOUG PUGLISI",NULL,"516-671-1583","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00182","SHEP MILLER","JOBS LANE",NULL,"SOUTHAMPTON","NY","11968-","JOBS LANE",NULL,"SOUTHAMPTON","NY","11968-",NULL,NULL,"516-283-2386","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00185","DARIEN TAILORS","1018 POST RD.",NULL,"DARIEN","CT","06820-","1018 POST RD.              ROUTE 60",NULL,"DARIEN","CT","06820-","VINNY see note",NULL,"203-655-9086","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00190","DE LUXE FORMAL WEAR","1280 MAIN AVE.",NULL,"CLIFTON","NJ","07011-","1280 MAIN AVE.             ROUTE 30",NULL,"CLIFTON","NJ","07011-",NULL,NULL,"973-546-1113","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00203","ESPOSITO FORMALS","25 FROG ALLEY",NULL,"KINGSTON","NY","12401-","25 FROG ALLEY                   UPS",NULL,"KINGSTON","NY","12401-","PETE / RICHIE",NULL,"914-338-7560","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00205","FASHION TAILORS","81 FOURTH ST",NULL,"TROY","NY","12180-","81 FOURTH ST                    UPS",NULL,"TROY","NY","12180-","TONY",NULL,"518-272-6831","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00206","FIFTH AVE FORMALS (EASTCHESTER)","421 WHITE PLAINS RD",NULL,"EASTCHESTER","NY","10709-","421 WHITE PLAINS RD        ROUTE 50",NULL,"EASTCHESTER","NY","10709-","EDDY",NULL,"914-793-3600","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00208","FIFTY-FIFTY TUXEDO RENTAL","246 SO 4TH ST",NULL,"READING","PA","19602-","246 SO 4TH ST                   UPS",NULL,"READING","PA","19602-","JERRY",NULL,"215-373-5440","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00209","FIRST CLASS FORMAL WEAR","121 E.BROADWAY","SHOPRITE PLAZA","MONROE","NY","12701-","121 E.BROADWAY","SHOPRITE PLAZA","MONROE","NY","12701-","RUSS",NULL,"914-796-1039","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00211","FIVE TOWN FORMALS","94 WASHINGTON AVE",NULL,"CEDARHURST","NY","11516-","94 WASHINGTON AVE          ROUTE 10",NULL,"CEDARHURST","NY","11516-","ANDREW VISTA",NULL,"516-569-6644","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00216","FORMAL FASHIONS","298 WHITE ST",NULL,"DANBURY","CT","06810-","298 WHITE ST               ROUTE 60",NULL,"DANBURY","CT","06810-",NULL,NULL,"203-748-2971","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00226","FUTIA FORMAL","251 CENTRAL AVENUE",NULL,"ALBANY","NY","12206-","251 CENTRAL AVENUE",NULL,"ALBANY","NY","12206-",NULL,NULL,"518-436-7177","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00231","GIGLIO TAILORS","59-26 MYRTLE AVE",NULL,"RIDGEWOOD","NY","11385-","59-26 MYRTLE AVE           ROUTE 90",NULL,"RIDGEWOOD","NY","11385-","SEE NOTE",NULL,"718-366-9111","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00233","GINGISS FORMAL WEAR","LANHAM SHOPPING CENTER","8839 ANNAPOLIS ROAD","LANHAM","MD","20706-","701 RUSSELL AVE",NULL,"GAITHERSBURG","MD","20877-",NULL,NULL,"   -   -","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00234","GINGISS FORMAL WEAR","LANHAM SHOPPING CENTER","8839 ANNAPOLIS RD","LANHAM","MD","20706-","WHITE FLINT MALL","11301 ROCKVILLE PIKE","KENSINGTON","MD","20895-","FRANK",NULL,"301-770-1747","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00235","GINGISS FORMAL WEAR","SOUTH SHORE PLAZA",NULL,"BRAINTREE","MA","02184-","SOUTH SHORE PLAZA",NULL,"BRAINTREE","MA","02184-",NULL,NULL,"617-848-2910","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00236","GINGISS FORMAL WEAR","2434 BERLIN TURNPIKE",NULL,"NEWINGTON","CT","06111-","2434 BERLIN TURNPIKE",NULL,"NEWINGTON","CT","06111-","DICK",NULL,"   -   -","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00238","GINGISS FORMAL WEAR","CONN. POST MALL",NULL,"MILFORD","CT","06460-","CONN. POST MALL",NULL,"MILFORD","CT","06460-",NULL,NULL,"203-877-2779","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00239","GINGISS FORMAL WEAR","NORTH SHORE SHOPPING CENTER",NULL,"PEABODY","MA","01960-","NORTH SHORE SHOPPING CENTER",NULL,"PEABODY","MA","01960-",NULL,NULL,"   -   -","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00240","GINGISS FORMAL WEAR","CLIFTON COUNTRY MALL","218 CLIFTON COUNTRY ROAD","CLIFTON PARK","NY","12065-","CLIFTON COUNTRY MALL","218 CLIFTON COUNTRY ROAD","CLIFTON PARK","NY","12065-",NULL,NULL,"   -   -","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00241","GINGISS FORMAL WEAR","RIDGEWAY SHOPPING CENTER",NULL,"STAMFORD","CT","06905-","RIDGEWAY SHOPPING CENTER   ROUTE 70",NULL,"STAMFORD","CT","06905-",NULL,NULL,"203-348-8874","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00242","GINGISS FORMAL WEAR","306 CENTURY III MALL",NULL,"WEST MIFFLIN","PA","15123-","306 CENTURY III MALL",NULL,"WEST MIFFLIN","PA","15123-",NULL,NULL,"412-655-9118","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00244","GLEN-MAR PHOTO","ROUTE 46 E. LODI CIRCLE",NULL,"LODI","NJ","07644-","ROUTE 46 E. LODI CIRCLE    ROUTE 30",NULL,"LODI","NJ","07644-",NULL,NULL,"201-546-3636","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00245","GLEN OAKS FORMALS","181-18 UNION TPKE.",NULL,"JAMAICA ESTATES","NY","11366-","181-18 UNION TPKE.         ROUTE 80",NULL,"JAMAICA ESTATES","NY","11366","MR. KLUNMAN  SEE NOTE",NULL,"718-343-2255","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00257","IACOBUCCI FORMAL WEAR","107 WEST EAGLE RD.",NULL,"HAVERTOWN","PA","19083-","107 WEST EAGLE RD.              UPS",NULL,"HAVERTOWN","PA","19083-","BOB",NULL,"215-449-1212","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00258","IACOBUCCI","6620 WOODLAND AVE.",NULL,"PHILADELPHIA","PA","19142-","6620 WOODLAND AVE.              UPS",NULL,"PHILADELPHIA","PA","19142-",NULL,NULL,"   -   -","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00259","IDEAL TUXEDO","432 KEARNY AVE.",NULL,"KEARNY","NJ","07032-","432 KEARNY AVE.            ROUTE 30",NULL,"KEARNY","NJ","07032-",NULL,NULL,"201-991-4464","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00268","OUTDOORS OF AMAGANSETT","P.O. BOX 482",NULL,"CHESTER","NY","10918","171 MAIN ST.                    UPS",NULL,"AMAGANSETT","NY","11930-","JOE",NULL,"631-267-3620","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00274","LAWSON TAILORS","120 FULTON STREET",NULL,"NEW YORK CITY","NY","10038-","120 FULTON STREET          ROUTE 70",NULL,"NEW YORK CITY","NY","10038-","DENNIS / BRIAN",NULL,"212-962-2517","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00278","LEXINGTON FORMALS","12 EAST 46TH ST.",NULL,"NEW YORK CITY","NY","10017-","12 EAST 46TH ST.          ROUTE 70",NULL,"NEW YORK CITY","NY","10017-","SUSAN / LEE",NULL,"212-867-4420","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00289","MARGIE'S BRIDALS","2318 GRAND CONCOURSE",NULL,"BRONX","NY","10458-","2318 GRAND CONCOURSE       ROUTE 40",NULL,"BRONX","NY","10458-",NULL,NULL,"718-364-4123","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00292","MARSHALL'S CLOTHING STORE","50 E. GENESSEE ST.",NULL,"SKANEATELES","NY","13152-","50 E. GENNESSE ST.              UPS",NULL,"SKANEATELES","NY","13152-",NULL,NULL,"315-685-2213","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00294","CLASSIC FORMALS","1574 RT.23 N.",NULL,"BUTLER","NJ","07405-","1574 RT.23 N.              ROUTE 30",NULL,"BUTLER","NJ","07405-",NULL,NULL,"973-838-1134","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00302","M. G. FORMAL","29-16 UNION ST.",NULL,"FLUSHING","NY","11354-","29-16 UNION ST.",NULL,"FLUSHING","NY","11354-","MILT",NULL,"718-939-0588","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00305","MR. TUX","59 MERRIMACK ST.",NULL,"LAWRENCE","MA","01843-","59 MERRIMACK ST.",NULL,"LAWRENCE","MA","01843-",NULL,NULL,"   -   -","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00311","MR. TUXEDO","137 SISSON AVENUE",NULL,"HARTFORD","CT","06105-","137 SISSON AVENUE               UPS",NULL,"HARTFORD","CT","06105-",NULL,NULL,"   -   -","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00313","NAETONE","10 ROUTE 94",NULL,"LAFAYETTE","NJ","07848-","10 ROUTE 94                ROUTE 00",NULL,"LAFAYETTE","NJ","07848-",NULL,NULL,"973-383-9292","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00317","NATIONAL FORMALS","4040 NATIONAL ST.",NULL,"CORONA","NY","11368-","4040 NATIONAL ST.          ROUTE 80",NULL,"CORONA","NY","11368-","THELMO",NULL,"718-424-5764","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00324","PELHAM BAY FORMALS","3227 WESTCHESTER AVE.",NULL,"BRONX","NY","10461-","3227 WESTCHESTER AVE.      ROUTE 40",NULL,"BRONX","NY","10461-","TONY",NULL,"718-597-6440","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00328","PROGRESSIVE FORMALS","319 SOUTH ST.",NULL,"UTICA","NY","13501-","319 SOUTH ST.                   UPS",NULL,"UTICA","NY","13501-",NULL,NULL,"315-724-2134","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00334","RED HANGER","2005 EAST MARKET",NULL,"GREENSBORO","NC","27401-","2005 EAST MARKET",NULL,"GREENSBORO","NC","27401-","MR. PARKER",NULL,"919-272-0755","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00335","REICHERTS TOGGERY SHOP","9154 BEACH RD",NULL,"BREWERTON","NY","13029-","9154 BEACH RD",NULL,"BREWERTON","NY","13029-",NULL,NULL,"315-437-3600","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00350","ROYAL TAILORS","232 MAIN ST",NULL,"MARGARETVILLE","NY","12455-","232 MAIN ST                     UPS",NULL,"MARGARETVILLE","NY","12455-",NULL,NULL,"914-586-4414","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00359","SCHAPIRO'S MENS SHOP","709 NORTH ST.",NULL,"ENDICOTT","NY","13760-","709 NORTH ST.",NULL,"ENDICOTT","NY","13760-",NULL,NULL,"   -   -","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00366","SMILKSTEIN & SONS","53A SOUTH MOGER AVE",NULL,"MT. KISCO","NY","10549-","53A SOUTH MOGER AVE        ROUTE 50",NULL,"MT. KISCO","NY","10549-","EDDY",NULL,"914-666-8989","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00369","SOCCI","514 BROADWAY",NULL,"STATEN ISLAND","NY","10310-","514 BROADWAY",NULL,"STATEN ISLAND","NY","10310-","FRANK SOCCI",NULL,"718-442-7670","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00371","SQUIRES MENS & BOYS WEAR","193 KATONAH AVE.",NULL,"KATONAH","NY","10536","41 SOUTH GREELEY AVE.      ROUTE 50",NULL,"CHAPPAQUA","NY","10514-","LARRY",NULL,"914-238-4511","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00375","STREBEL LAUNDRY INC.","644 MONTAUK HIGHWAY",NULL,"WEST HAMPTON BEACH","NY","11978-","644 MONTAUK HIGHWAY        ROUTE 00",NULL,"WEST HAMPTON BEACH","NY","11978-",NULL,NULL,"631-288-1159","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00378","THOMAS FORMAL WEAR","2921 WEST LIBERTY AVE.",NULL,"PITTSBURGH","PA","15216-","2921 WEST LIBERTY AVE.          UPS",NULL,"PITTSBURGH","PA","15216-",NULL,NULL,"   -   -","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00379","TOPS FORMAL WEAR","96-16 101st AVE",NULL,"OZONE PARK","NY","11416-","96-16 101st AVE            ROUTE 80",NULL,"OZONE PARK","NY","11416-","TOM",NULL,"718-323-5195","718-738-3098 HOME","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00380","TONY'S FASHIONS","614 BROADWAY",NULL,"BAYONNE","NJ","07002-","614 BROADWAY               ROUTE 30",NULL,"BAYONNE","NJ","07002-","TONY / HELEN",NULL,"201-437-4974","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00381","TONY'S TAILORS","203 OCEAN AVE.",NULL,"JERSEY CITY","NJ","07305-","203 OCEAN AVE.",NULL,"JERSEY CITY","NJ","07305-",NULL,NULL,"   -   -","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00387","TUX SHOP","719 BROADWAY",NULL,"BAYONNE","NJ","07002-","719 BROADWAY               ROUTE 30",NULL,"BAYONNE","NJ","07002-","PETE / FRAN / DALE",NULL,"201-436-5210","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00398","VAN DON FORMAL WEAR","75-22 METROPOLITAN AVE.",NULL,"MIDDLE VILLAGE","NY","11379-","75-22 METROPOLITAN AVE.    ROUTE 80",NULL,"MIDDLE VILLAGE","NY","11379-",NULL,NULL,"718-326-2470","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00402","VILLAGE FORMALS","134 WHEELER RD.",NULL,"CENTRAL ISLIP","NY","11722-","134 WHEELER RD.",NULL,"CENTRAL ISLIP","NY","11722-","SEE NOTE",NULL,"516-234-4669","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00405","VINNY MENS SHOP","1887 COMMERCE ST.",NULL,"YORKTOWN HEIGHTS","NY","10598-","1887 COMMERCE ST.",NULL,"YORKTOWN HEIGHTS","NY","10598-",NULL,NULL,"914-962-3040","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00407","L.I. APPAREL CORP.","936 BROADWAY",NULL,"MASSAPEQUA","NY","11758-","936 BROADWAY               ROUTE 10",NULL,"MASSAPEQUA","NY","11758-",NULL,NULL,"516-541-7131","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","1.00"
"00413","YARIDS MENS SHOP","200 WEST WASHINGTON ST.",NULL,"LEWISBURG","WV","24901-","200 WEST WASHINGTON ST.",NULL,"LEWISBURG","WV","24901-","MR. YARID / DOUG",NULL,"304-647-5000","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00418","FORMAL IMPRESSIONS(ZUCCARO)","611 MAIN ST.",NULL,"NEW ROCHELLE","NY","10801-","611 MAIN ST.               ROUTE 50",NULL,"NEW ROCHELLE","NY","10801-",NULL,NULL,"914-636-4421","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","1","0.00"
"00435","SULLIVAN BROS.","1765 ACUSHNUT AVE.",NULL,"NEW BEDFORD","MA","02746-","1765 ACUSHNUT AVE.              UPS",NULL,"NEW BEDFORD","MA","02746-",NULL,NULL,"   -   -","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00436","GINGISS FORMAL WEAR","185 COTTAGE ROAD",NULL,"SOUTH PORTLAND","ME","04106-","185 COTTAGE ROAD",NULL,"SOUTH PORTLAND","ME","04106-",NULL,NULL,"   -   -","   -   -","         Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00438","SAYVILLE MENS SHOP","15 MAIN ST.",NULL,"SAYVILLE","NY","11782-","15 MAIN ST.",NULL,"SAYVILLE","NY","11782-","RALPH / DENNIS",NULL,"516-589-0838","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
"00445","BILTMORE TUXEDOS (FT.LEE)","1620 LEMOINE AVE.",NULL,"FORT LEE","NJ","07024-","1620 LEMOINE AVE.          ROUTE 30",NULL,"FORT LEE","NJ","07024-","JIMMY / BOB",NULL,"201-461-8191","   -   -","0.00%  0 Net 30","201","0","00","0","0","0","0","1","2013-12-16 17:00:25","2013-12-16 17:02:07","0","0.00"
